timestamp, x, y, orientation, signal strength, ping time
1477454588520440.00,12.50229836,-4.88510799,-1.56940006,-65,0.98
1477454588608540.00,12.50233364,-4.91474724,-1.56940006,-64,0.93
1477454588712700.00,12.50237179,-4.93453503,-1.56817833,-70,3.21
1477454588807230.00,12.50242519,-4.95415211,-1.5680038,-71,0.94
1477454588904520.00,12.50251102,-4.98387623,-1.5680038,-69,1.07
1477454589004430.00,12.50260353,-5.01347256,-1.56713114,-68,0.95
1477454589106220.00,12.50263977,-5.02340889,-1.56713114,-72,0.96
1477454589208360.00,12.50276279,-5.0529623,-1.56608394,-69,1.15
1477454589310010.00,12.50291729,-5.08251572,-1.56433861,-65,0.95
1477454589410610.00,12.5031004,-5.1119833,-1.56573487,-68,0.86
1477454589533370.00,12.50323963,-5.14132357,-1.56660754,-67,0.92
1477454589616220.00,12.50327969,-5.15113211,-1.56678207,-63,0.91
1477454589702830.00,12.50339985,-5.18068552,-1.56625847,-63,0.96
1477454589804460.00,12.50348854,-5.2003026,-1.56625847,-69,1.43
1477454589903270.00,12.50362396,-5.22989845,-1.5659094,-68,1.81
1477454590014810.00,12.50379181,-5.25957966,-1.56468767,-68,1.45
1477454590104910.00,12.50391293,-5.27915382,-1.56433861,-63,0.85
1477454590202480.00,12.5041275,-5.30883503,-1.56224421,-66,0.95
1477454590303930.00,12.50430584,-5.32857895,-1.56119702,-66,0.92
1477454590406080.00,12.50459862,-5.35791826,-1.56084795,-66,2.19
1477454590530640.00,12.50485516,-5.38725758,-1.56276781,-64,1.11
1477454590613150.00,12.50493526,-5.39706564,-1.56224421,-67,2.18
1477454590703560.00,12.50519848,-5.4266181,-1.56137155,-63,1.02
1477454590803750.00,12.50547504,-5.45608521,-1.56206968,-62,0.88
1477454590915530.00,12.50564384,-5.47565937,-1.56206968,-65,3.47
1477454591007990.00,12.50589943,-5.50512648,-1.56172061,-65,0.93
1477454591103180.00,12.50608444,-5.52491331,-1.56049888,-69,1.05
1477454591204110.00,12.50640392,-5.55437994,-1.55962622,-66,0.92
1477454591312050.00,12.50673008,-5.58380413,-1.55980075,-65,0.95
1477454591415670.00,12.50683689,-5.59356928,-1.56014982,-66,0.91
1477454591555860.00,12.50713348,-5.62316418,-1.56084795,-67,0.93
1477454591661840.00,12.50743294,-5.65267372,-1.56102248,-67,11
1477454591738270.00,12.50769997,-5.68222618,-1.56276781,-67,0.93
1477454591841950.00,12.50793457,-5.71182156,-1.56346594,-71,0.93
1477454591933830.00,12.50808048,-5.73135328,-1.56311688,-68,3.43
1477454592035620.00,12.50823593,-5.75088453,-1.56311688,-65,1.07
1477454592137000.00,12.50842953,-5.78026676,-1.56433861,-71,1.35
1477454592243740.00,12.50862312,-5.80973482,-1.56521127,-72,2.7
1477454592342580.00,12.50867653,-5.81941509,-1.56556034,-72,1.19
1477454592441730.00,12.50882149,-5.84884071,-1.56660754,-72,0.84
1477454592556570.00,12.5089283,-5.87822342,-1.56765473,-68,0.95
1477454592660940.00,12.50901508,-5.90769196,-1.5674802,-64,12.1
1477454592742170.00,12.50913239,-5.93716002,-1.56573487,-67,1.03
1477454592843910.00,12.50918293,-5.94679785,-1.56538581,-69,0.91
1477454592932290.00,12.50936317,-5.97630835,-1.56364048,-66,1.42
1477454593039500.00,12.50957966,-6.00573349,-1.56294235,-72,0.94
1477454593132240.00,12.50973988,-6.02530718,-1.56224421,-66,0.89
1477454593245630.00,12.50998211,-6.0548172,-1.56311688,-68,1.33
1477454593343640.00,12.5100584,-6.06471062,-1.56329141,-73,1.28
1477454593444690.00,12.51028728,-6.09434891,-1.56259328,-70,0.94
1477454593557540.00,12.51055431,-6.12411451,-1.56067342,-68,0.89
1477454593655280.00,12.51084423,-6.15392303,-1.56189515,-68,4.7
1477454593743420.00,12.51102352,-6.17358208,-1.56189515,-64,1.02
1477454593860590.00,12.51119423,-6.19336891,-1.56294235,-68,0.91
1477454593961960.00,12.51141548,-6.22292185,-1.56311688,-69,1.06
1477454594038380.00,12.51156425,-6.24266624,-1.56381501,-73,2.97
1477454594139650.00,12.51178837,-6.28215599,-1.56713114,-76,0.91
1477454594245270.00,12.5118227,-6.29187918,-1.5680038,-75,0.92
1477454594345490.00,12.51189232,-6.32147551,-1.56817833,-67,1
1477454594448580.00,12.51197243,-6.35115671,-1.5685274,-63,1
1477454594580700.00,12.51199341,-6.36100817,-1.56940006,-69,4.02
1477454594670540.00,12.51202297,-6.39043379,-1.56940006,-68,1.61
1477454594748380.00,12.51207352,-6.41998768,-1.569051,-69,0.86
1477454594849460.00,12.51212311,-6.44949865,-1.56974913,-71,1.09
1477454594949320.00,12.51214314,-6.47896719,-1.56992366,-62,0.86
1477454595052920.00,12.51215172,-6.48864746,-1.56992366,-67,0.94
1477454595151460.00,12.51215744,-6.51820135,-1.57097086,-74,1.06
1477454595263470.00,12.51214695,-6.54792547,-1.57062179,-70,0.91
1477454595362340.00,12.51215744,-6.56775618,-1.56992366,-73,0.92
1477454595464960.00,12.51219368,-6.597651,-1.56887646,-67,2.08
1477454595590560.00,12.51226234,-6.62737513,-1.5674802,-69,0.91
1477454595678230.00,12.51229477,-6.63714123,-1.5674802,-73,1.21
1477454595771860.00,12.51239395,-6.66690779,-1.5674802,-71,1.24
1477454595870530.00,12.51247883,-6.69688797,-1.5685274,-69,0.89
1477454595961880.00,12.5125494,-6.72669744,-1.56817833,-65,0.94
1477454596060310.00,12.5125761,-6.73650599,-1.5680038,-65,0.88
1477454596162200.00,12.51263809,-6.7663579,-1.57062179,-70,1.01
1477454596274990.00,12.51263523,-6.79633808,-1.5700982,-77,3.38
1477454596373880.00,12.51265144,-6.81616879,-1.56974913,-71,2.84
1477454596471470.00,12.51267529,-6.84589291,-1.57131993,-70,0.91
1477454596598850.00,12.51266384,-6.87510538,-1.57097086,-72,0.94
1477454596684410.00,12.51265621,-6.89472246,-1.57131993,-71,1.28
1477454596776050.00,12.51263523,-6.92423344,-1.57131993,-70,0.92
1477454596881990.00,12.51263046,-6.94402122,-1.57062179,-69,3.67
1477454596966970.00,12.51260567,-6.97353268,-1.57219259,-67,1.43
1477454597070170.00,12.51258183,-6.99323511,-1.57184352,-69,2.18
1477454597169150.00,12.51255226,-7.02304459,-1.57131993,-66,2.36
1477454597280260.00,12.51254177,-7.04296017,-1.57131993,-62,0.91
1477454597381310.00,12.51252174,-7.07234335,-1.57131993,-61,0.83
1477454597485460.00,12.51250839,-7.10185432,-1.57166899,-67,0.97
1477454597609520.00,12.51249218,-7.12155676,-1.57149446,-67,0.94
1477454597690230.00,12.51247883,-7.1411314,-1.57184352,-64,1.41
1477454597787530.00,12.51241398,-7.17094088,-1.57254166,-70,1.67
1477454597886880.00,12.51238823,-7.19081402,-1.57166899,-67,0.9
1477454597976610.00,12.51235771,-7.22041035,-1.57149446,-67,0.92
1477454598082150.00,12.51235676,-7.25000668,-1.57044726,-69,3.53
1477454598176830.00,12.51236057,-7.25985765,-1.5700982,-61,0.89
1477454598290170.00,12.51239491,-7.28958225,-1.56887646,-63,1.15
1477454598389450.00,12.51244354,-7.31905031,-1.569051,-68,1.08
1477454598490560.00,12.51250172,-7.34873199,-1.57027273,-71,1.38
1477454598617660.00,12.51248837,-7.37832832,-1.57236712,-71,1.17
1477454598709780.00,12.5124712,-7.38805151,-1.57306525,-66,1.61
1477454598799720.00,12.51238632,-7.41756248,-1.57411245,-72,3.56
1477454598895980.00,12.51230335,-7.44724417,-1.57323979,-69,3.27
1477454598985180.00,12.51224995,-7.46707439,-1.57358885,-74,0.92
1477454599086800.00,12.51219559,-7.49662828,-1.57271619,-66,0.85
1477454599187950.00,12.51215076,-7.51637316,-1.57306525,-67,1.18
1477454599298720.00,12.51211357,-7.53607559,-1.57236712,-71,0.92
1477454599397800.00,12.51206684,-7.56511784,-1.57236712,-68,0.89
1477454599500560.00,12.51201248,-7.59539604,-1.57393792,-69,0.92
1477454599615790.00,12.51193905,-7.61505604,-1.57585778,-67,1.08
1477454599737400.00,12.51183224,-7.6346302,-1.57603231,-68,5.45
1477454599836880.00,12.51163483,-7.66456699,-1.57899937,-74,3.13
1477454599938080.00,12.51141834,-7.69437599,-1.57707951,-64,1.14
1477454600019570.00,12.51123238,-7.72418499,-1.57690498,-63,2.73
1477454600107630.00,12.51111698,-7.74392939,-1.57638138,-66,0.96
1477454600206600.00,12.51093483,-7.77373886,-1.57673045,-61,0.94
1477454600319770.00,12.51076412,-7.80341959,-1.57725405,-65,3.71
1477454600421430.00,12.51069832,-7.81327057,-1.57830124,-64,0.9
1477454600520930.00,12.51046753,-7.84295177,-1.57899937,-64,0.97
1477454600661850.00,12.51019859,-7.87275982,-1.57987204,-71,25.3
1477454600741900.00,12.50992203,-7.90252542,-1.5802211,-68,2.4
1477454600838520.00,12.50983047,-7.91233397,-1.57987204,-66,0.88
1477454600929050.00,12.50956726,-7.94192886,-1.57917391,-69,1.06
1477454601030450.00,12.50933456,-7.97156715,-1.57812671,-68,1.41
1477454601131770.00,12.50912952,-8.00103474,-1.57830124,-63,1.36
1477454601231960.00,12.50889206,-8.03097153,-1.57812671,-64,0.92
1477454601332460.00,12.50882244,-8.04078007,-1.57760311,-68,1.19
1477454601431260.00,12.50858784,-8.0702467,-1.58109377,-68,0.92
1477454601531930.00,12.50829983,-8.09954357,-1.57899937,-66,0.91
1477454601647290.00,12.50806427,-8.12666512,-1.57969751,-59,16.5
1477454601758610.00,12.50798321,-8.13596153,-1.57917391,-66,0.96
1477454601839480.00,12.50774097,-8.16385174,-1.58144284,-66,1.31
1477454601933470.00,12.50740528,-8.19361591,-1.58353723,-65,0.9
1477454602033490.00,12.50709248,-8.223382,-1.57690498,-65,0.93
1477454602134240.00,12.50698376,-8.239501,-1.57376339,-63,1
1477454602261240.00,12.50718403,-8.25668526,-1.54304559,-60,0.95
1477454602334610.00,12.50794125,-8.28733826,-1.54636172,-64,0.93
1477454602436740.00,12.50843239,-8.30733395,-1.54618718,-66,0.9
1477454602535090.00,12.50910473,-8.33901215,-1.55439023,-62,1.46
1477454602661090.00,12.50964832,-8.37073612,-1.5526449,-65,1.09
1477454602741850.00,12.5098362,-8.38088417,-1.55142317,-66,0.93
1477454602831940.00,12.51042461,-8.41115761,-1.5521213,-61,0.94
1477454602934290.00,12.51100826,-8.44194221,-1.55020144,-60,0.94
1477454603044570.00,12.51142693,-8.46198177,-1.54950331,-61,2.19
1477454603137600.00,12.51185226,-8.48202038,-1.54915424,-64,1.86
1477454603235810.00,12.51250744,-8.51173782,-1.54897971,-69,1.08
1477454603333060.00,12.51314449,-8.54141235,-1.55020144,-67,1.38
1477454603434150.00,12.51379871,-8.57104397,-1.54705985,-64,1.06
1477454603541030.00,12.51425838,-8.59074116,-1.54828158,-64,0.92
1477454603663980.00,12.51470757,-8.61043835,-1.54758345,-61,3.47
1477454603745520.00,12.51537704,-8.64006996,-1.54845611,-63,0.95
1477454603833620.00,12.51582336,-8.65955448,-1.54723438,-68,0.87
1477454603939660.00,12.51648235,-8.68922901,-1.55194677,-66,1.78
1477454604043190.00,12.51683044,-8.70888519,-1.5547393,-62,1.58
1477454604140580.00,12.51728249,-8.73847866,-1.55700823,-62,1.33
1477454604241060.00,12.5176487,-8.76790142,-1.56137155,-65,2.11
1477454604335980.00,12.51773548,-8.77753925,-1.56311688,-64,0.89
1477454604435830.00,12.51793957,-8.80666637,-1.56241875,-62,0.93
1477454604538080.00,12.51813698,-8.83587742,-1.56765473,-62,1.06
1477454604665760.00,12.51819515,-8.85681725,-1.56782927,-66,13
1477454604743660.00,12.51832962,-8.88816166,-1.56416408,-63,0.87
1477454604842390.00,12.51855278,-8.91579533,-1.56730567,-66,4.3
1477454604937090.00,12.51859474,-8.93694782,-1.57079633,-67,0.96
1477454605036730.00,12.51858521,-8.95630836,-1.57079633,-68,1.17
1477454605140890.00,12.51858521,-8.98552132,-1.57236712,-70,1.14
1477454605237200.00,12.51855469,-9.01516056,-1.57166899,-73,1.23
1477454605340770.00,12.51854515,-9.02501202,-1.57236712,-70,5.04
1477454605439640.00,12.51844883,-9.05452251,-1.57550872,-67,0.93
1477454605543260.00,12.51828957,-9.08403301,-1.57777764,-71,0.92
1477454605665040.00,12.5180788,-9.11401272,-1.57707951,-66,15.6
1477454605747280.00,12.51785755,-9.14360809,-1.58039564,-66,1.39
1477454605837280.00,12.51775932,-9.15350151,-1.58161737,-68,0.89
1477454605938480.00,12.51742077,-9.18318081,-1.58249003,-67,1.01
1477454606051590.00,12.51706696,-9.21328735,-1.5833627,-67,0.96
1477454606139820.00,12.51682091,-9.23303032,-1.5833627,-66,1.16
1477454606250500.00,12.51643562,-9.26305103,-1.5828391,-69,2.79
1477454606339590.00,12.51620483,-9.28283787,-1.5823155,-65,1.08
1477454606438310.00,12.51597404,-9.30288029,-1.58266457,-71,1.14
1477454606541900.00,12.51560783,-9.33277225,-1.5833627,-69,1.26
1477454606667720.00,12.51535797,-9.35272884,-1.58371176,-69,2.44
1477454606749410.00,12.51497269,-9.38253593,-1.5838863,-72,0.91
1477454606837990.00,12.51456356,-9.41234303,-1.58406083,-69,0.92
1477454606938560.00,12.51419353,-9.44210815,-1.58266457,-66,0.98
1477454607070490.00,12.51407528,-9.45204353,-1.58301363,-66,1.47
1477454607143410.00,12.51371288,-9.48202133,-1.58196643,-68,0.96
1477454607241010.00,12.51350689,-9.50176525,-1.5802211,-73,1.3
1477454607350640.00,12.513237,-9.53136063,-1.57987204,-67,0.9
1477454607452260.00,12.51295376,-9.56112671,-1.58091924,-66,1.13
1477454607542860.00,12.51285362,-9.57097721,-1.58057017,-69,0.91
1477454607660100.00,12.51257038,-9.60052967,-1.58057017,-66,3.5
1477454607745130.00,12.51225471,-9.63020897,-1.5823155,-68,1.4
1477454607854330.00,12.51193047,-9.65984631,-1.5807447,-66,0.82
1477454607951860.00,12.51183605,-9.66961193,-1.58004657,-67,0.84
1477454608053050.00,12.51157093,-9.6993351,-1.57899937,-67,1.07
1477454608154030.00,12.51135445,-9.72897339,-1.57673045,-66,1.21
1477454608251850.00,12.51117516,-9.75873947,-1.57673045,-64,0.91
1477454608343020.00,12.51111794,-9.76863384,-1.57603231,-67,1.9
1477454608443690.00,12.51095486,-9.79831505,-1.57638138,-65,0.88
1477454608548400.00,12.5107975,-9.82812405,-1.57568325,-63,0.87
1477454608663950.00,12.51065636,-9.85810375,-1.57481058,-62,10.5
1477454608754660.00,12.5105648,-9.88795567,-1.57289072,-62,2.46
1477454608851590.00,12.51054573,-9.89806271,-1.57219259,-62,0.86
1477454608944070.00,12.51052189,-9.92800045,-1.57097086,-60,0.84
1477454609053110.00,12.51053429,-9.95798016,-1.5695746,-66,0.94
1477454609150890.00,12.51059246,-9.98779011,-1.56870193,-63,0.88
1477454609249520.00,12.51063061,-10.00779057,-1.56940006,-62,3.03
1477454609345160.00,12.51065922,-10.02779198,-1.56922553,-66,0.95
1477454609442320.00,12.51071072,-10.0575161,-1.56922553,-63,1.24
1477454609549310.00,12.51074886,-10.07755947,-1.5685274,-65,1.17
1477454609656320.00,12.51079369,-10.09756088,-1.56870193,-70,9.77
1477454609743860.00,12.51087284,-10.12749863,-1.56713114,-66,1.08
1477454609848490.00,12.51100826,-10.1573925,-1.56503674,-68,0.89
1477454609957450.00,12.51113605,-10.17760658,-1.56364048,-65,3.79
1477454610054120.00,12.51137352,-10.20754337,-1.56294235,-65,1.04
1477454610154000.00,12.51145077,-10.21752167,-1.56346594,-72,0.92
1477454610253980.00,12.51165199,-10.2472887,-1.56573487,-68,0.87
1477454610344880.00,12.51177979,-10.27701187,-1.566433,-64,0.88
1477454610447650.00,12.51188183,-10.30686474,-1.56922553,-62,2.69
1477454610551380.00,12.51191425,-10.32678032,-1.569051,-66,0.89
1477454610671570.00,12.51194572,-10.34682369,-1.56974913,-64,0.89
1477454610759010.00,12.51200581,-10.38644218,-1.56870193,-65,1.21
1477454610852660.00,12.51202583,-10.39646339,-1.5695746,-67,1.09
1477454610944930.00,12.51204014,-10.42635822,-1.57044726,-63,0.9
1477454611052200.00,12.51205921,-10.45633888,-1.56974913,-67,1.29
1477454611158140.00,12.51209354,-10.4861908,-1.57027273,-68,3.73
1477454611272900.00,12.51209831,-10.49612713,-1.57062179,-66,0.94
1477454611377860.00,12.51210213,-10.52619267,-1.57044726,-71,1.15
1477454611476580.00,12.51213455,-10.55638599,-1.56887646,-65,0.96
1477454611578440.00,12.5121851,-10.57630157,-1.56730567,-65,1.17
1477454611660660.00,12.51225853,-10.59638786,-1.56713114,-66,0.94
1477454611747880.00,12.5123539,-10.62628269,-1.56887646,-70,0.9
1477454611848650.00,12.51238728,-10.65639114,-1.57097086,-66,1.11
1477454611960180.00,12.51237202,-10.6760931,-1.57254166,-65,0.92
1477454612062520.00,12.51227665,-10.70594501,-1.57673045,-70,3.04
1477454612154730.00,12.51214123,-10.72564697,-1.57812671,-73,1.12
1477454612262010.00,12.51190281,-10.75554085,-1.57952297,-64,0.96
1477454612357810.00,12.51164055,-10.78509331,-1.5807447,-67,0.92
1477454612459980.00,12.51153946,-10.79494476,-1.58161737,-72,1.22
1477454612561440.00,12.51121998,-10.82466698,-1.5812683,-70,0.94
1477454612666930.00,12.5108757,-10.85434628,-1.58440989,-71,0.92
1477454612762910.00,12.51044083,-10.88398266,-1.58667882,-66,1.16
1477454612865820.00,12.51028347,-10.89383221,-1.58685336,-69,3.44
1477454612970700.00,12.50979519,-10.92346764,-1.58772602,-71,0.89
1477454613049800.00,12.50927544,-10.95340061,-1.58807509,-68,0.9
1477454613160520.00,12.50879002,-10.98299313,-1.58598069,-69,2.67
1477454613251800.00,12.50864029,-10.99288559,-1.58563163,-72,1.44
1477454613354310.00,12.5082016,-11.02286243,-1.58423536,-67,1.26
1477454613459670.00,12.50782967,-11.05284023,-1.58196643,-72,0.86
1477454613565750.00,12.50772095,-11.06264877,-1.58161737,-70,3.24
1477454613751070.00,12.50739479,-11.09245586,-1.58266457,-75,1.56
1477454613960870.00,12.50704479,-11.12230682,-1.58144284,-70,2.92
1477454614046560.00,12.50671673,-11.15173054,-1.5838863,-69,0.97
1477454614146920.00,12.50617695,-11.19181442,-1.58301363,-68,2.2
1477454614246910.00,12.50546932,-11.2511301,-1.58301363,-73,1.75
1477454614344890.00,12.50522995,-11.27104473,-1.5817919,-70,0.88
1477454614436050.00,12.50501633,-11.29074574,-1.58196643,-71,2.17
1477454614532540.00,12.50465393,-11.32038307,-1.5838863,-75,1.28
1477454614656280.00,12.50438786,-11.34033966,-1.5838863,-75,15.6
1477454614743170.00,12.50401402,-11.37001896,-1.58318816,-71,0.89
1477454614843220.00,12.50376511,-11.38997555,-1.58301363,-69,1.36
1477454614943260.00,12.50351524,-11.41027355,-1.58301363,-67,1.11
1477454615041200.00,12.50317287,-11.44025135,-1.5812683,-74,1.45
1477454615132570.00,12.5028677,-11.47035789,-1.5802211,-71,0.87
1477454615236370.00,12.50261593,-11.50020885,-1.57847578,-77,1.17
1477454615334300.00,12.50246906,-11.52016735,-1.57795218,-66,1.24
1477454615432920.00,12.50233269,-11.54038048,-1.57707951,-69,1.05
1477454615530200.00,12.50220871,-11.56021118,-1.57707951,-70,0.89
1477454615655210.00,12.50201702,-11.58984947,-1.57742858,-77,24
1477454615737920.00,12.50182533,-11.61999989,-1.57638138,-75,0.87
1477454615844160.00,12.50172901,-11.63982964,-1.57481058,-73,1.58
1477454615943920.00,12.50162983,-11.66993713,-1.57306525,-72,0.88
1477454616043700.00,12.50158691,-11.69970417,-1.57097086,-75,0.9
1477454616144610.00,12.5015831,-11.7197485,-1.57114539,-73,1.34
1477454616245930.00,12.50157547,-11.74977112,-1.57062179,-73,2.35
1477454616344680.00,12.50157738,-11.75992107,-1.57079633,-71,0.91
1477454616454260.00,12.50157452,-11.78977299,-1.57114539,-68,0.87
1477454616536140.00,12.50156021,-11.80973148,-1.57254166,-74,2.39
1477454616657110.00,12.50150013,-11.83971119,-1.57289072,-72,13.5
1477454616780120.00,12.50145054,-11.87493706,-1.57131993,-74,3.17
1477454616847710.00,12.50144672,-11.88977814,-1.57062179,-74,2.16
1477454616960610.00,12.50149155,-11.92474747,-1.5680038,-74,3.24
1477454617055390.00,12.50155354,-11.94474792,-1.56730567,-78,5.77
1477454617175720.00,12.50165081,-11.97472858,-1.56730567,-71,0.89
1477454617277350.00,12.50175953,-12.00466537,-1.56730567,-75,1.14
1477454617379660.00,12.50182152,-12.02458096,-1.56835287,-75,1.1
1477454617477410.00,12.5018816,-12.0545187,-1.5680038,-70,1.02
1477454617578230.00,12.50194359,-12.07452011,-1.5674802,-70,1.83
1477454617686670.00,12.50204849,-12.10449982,-1.56730567,-72,2.52
1477454617757230.00,12.50216007,-12.1342659,-1.56625847,-68,0.91
1477454617858480.00,12.5022068,-12.14428806,-1.56556034,-72,1.6
1477454617956090.00,12.50235748,-12.17439556,-1.56608394,-70,0.89
1477454618056670.00,12.50244427,-12.19431114,-1.56713114,-67,0.85
1477454618162020.00,12.50252342,-12.2242918,-1.56835287,-70,0.92
1477454618257560.00,12.50256443,-12.24420738,-1.5695746,-73,1.22
1477454618369240.00,12.5025835,-12.27427292,-1.5700982,-69,0.87
1477454618484760.00,12.50260353,-12.29431629,-1.56940006,-67,1.9
1477454618585970.00,12.50264549,-12.32412529,-1.56940006,-70,0.86
1477454618659980.00,12.50266933,-12.35397816,-1.5700982,-75,2.36
1477454618760890.00,12.50269699,-12.37389374,-1.56887646,-77,5.1
1477454618857800.00,12.50272274,-12.40357494,-1.57149446,-72,4.59
1477454618964120.00,12.50268459,-12.42344856,-1.57463605,-74,4.13
1477454619061470.00,12.50253105,-12.45308685,-1.57742858,-75,2.03
1477454619156680.00,12.50238609,-12.47283173,-1.57882484,-79,2.13
1477454619255220.00,12.50213051,-12.50234127,-1.58039564,-71,2.19
1477454619356690.00,12.50193405,-12.52217102,-1.58057017,-70,1.42
1477454619455970.00,12.50167179,-12.55193615,-1.57899937,-71,0.9
1477454619555660.00,12.5015049,-12.57197952,-1.57934844,-72,1.76
1477454619656170.00,12.50146961,-12.57632923,-1.57725405,-72,1.32
1477454619756880.00,12.5014658,-12.57692623,-1.57481058,-72,2.58
1477454619865010.00,12.50146675,-12.57675552,-1.57585778,-70,0.89
1477454619965280.00,12.50146675,-12.57675552,-1.57481058,-71,1.59
1477454620056760.00,12.50146675,-12.57675552,-1.57481058,-72,2.17
1477454620158010.00,12.50146675,-12.57675552,-1.57498512,-73,2.76
1477454620258300.00,12.50146675,-12.57675552,-1.57498512,-72,1.52
1477454620365700.00,12.50146484,-12.57713985,-1.57446152,-70,1.62
1477454620554060.00,12.50146484,-12.57709694,-1.57446152,-70,1.65
1477454620654650.00,12.50146484,-12.57709694,-1.57446152,-70,27.5
1477454620729530.00,12.50146484,-12.57709694,-1.57446152,-70,3.22
1477454620823110.00,12.50146484,-12.57709694,-1.57446152,-68,0.98
1477454620920780.00,12.50146484,-12.57709694,-1.57446152,-69,0.9
1477454621028610.00,12.50146484,-12.57709694,-1.57446152,-70,0.9
1477454621128410.00,12.50146484,-12.57709694,-1.57446152,-69,1.05
1477454621219190.00,12.50146484,-12.57709694,-1.57446152,-69,0.85
1477454621329810.00,12.50146484,-12.57709694,-1.57446152,-71,0.94
1477454621423730.00,12.50146484,-12.57709694,-1.57446152,-70,0.88
1477454621522180.00,12.50146484,-12.57709694,-1.57446152,-69,1.21
1477454621681850.00,12.50146484,-12.57709694,-1.57446152,-68,19.4
1477454621762220.00,12.50146484,-12.57709694,-1.57446152,-71,0.91
1477454621862480.00,12.50146484,-12.57709694,-1.57446152,-69,1.17
1477454621963340.00,12.50146484,-12.57709694,-1.57446152,-71,1.88
1477454622052650.00,12.50146484,-12.57709694,-1.57446152,-69,0.89
1477454622162430.00,12.50146484,-12.57709694,-1.57446152,-70,1.91
1477454622263750.00,12.50137997,-12.59999752,-1.57463605,-74,1.52
1477454622366340.00,12.50128841,-12.62038231,-1.57655591,-76,0.97
1477454622465230.00,12.50114441,-12.64370918,-1.57707951,-70,0.88
1477454622565730.00,12.50103951,-12.65999985,-1.57760311,-69,3.22
1477454622681090.00,12.50093269,-12.6765461,-1.57585778,-72,14.5
1477454622758400.00,12.50082207,-12.69991589,-1.57638138,-76,1.39
1477454622857120.00,12.50063992,-12.72358322,-1.5807447,-75,2.72
1477454622976390.00,12.50047207,-12.73983097,-1.58161737,-74,4.88
1477454623074510.00,12.50029659,-12.7560358,-1.5817919,-77,3.27
1477454623189450.00,12.50003815,-12.7800436,-1.58196643,-79,4.14
1477454623292240.00,12.49974823,-12.80439281,-1.5828391,-73,2.16
1477454623393620.00,12.49955559,-12.82051182,-1.58249003,-73,0.88
1477454623496100.00,12.49935818,-12.83680153,-1.58353723,-70,1.27
1477454623593580.00,12.49903107,-12.86127853,-1.58475896,-69,0.84
1477454623687930.00,12.49868584,-12.88566971,-1.58598069,-73,1.74
1477454623776830.00,12.49828815,-12.91014481,-1.58790055,-73,0.84
1477454623901500.00,12.49814606,-12.91845989,-1.58790055,-69,1.3
1477454624019270.00,12.49772644,-12.94323349,-1.58790055,-73,1.74
1477454624108680.00,12.49744606,-12.95960712,-1.58772602,-68,2.1
1477454624216590.00,12.49703217,-12.98429585,-1.58807509,-69,1.19
1477454624321040.00,12.49660969,-13.00911236,-1.58737695,-68,1.76
1477454624419320.00,12.49620247,-13.03409958,-1.58720242,-70,1.3
1477454624508770.00,12.49580097,-13.05895901,-1.58545709,-71,2.4
1477454624612140.00,12.49568081,-13.06740189,-1.58318816,-72,0.89
1477454624705530.00,12.49547672,-13.09239101,-1.57114539,-71,2.88
1477454624791700.00,12.49562645,-13.11750889,-1.55491383,-70,0.87
1477454624923260.00,12.49625492,-13.14257622,-1.53013016,-67,3.33
1477454625011490.00,12.49661541,-13.15092754,-1.51738925,-73,1.13
1477454625093150.00,12.4983139,-13.17607212,-1.48038827,-65,0.92
1477454625199400.00,12.50105286,-13.20121098,-1.43535878,-69,0.95
1477454625293440.00,12.50498772,-13.22627544,-1.38701316,-66,0.94
1477454625400980.00,12.50657082,-13.23461342,-1.3671164,-64,3.62
1477454625493400.00,12.51221085,-13.25917435,-1.31004414,-70,0.91
1477454625600420.00,12.51937675,-13.28346729,-1.24686322,-62,0.86
1477454625695380.00,12.52805328,-13.30730724,-1.1847295,-66,0.91
1477454625795670.00,12.53848362,-13.33085251,-1.1116002,-65,1.78
1477454625896580.00,12.54236221,-13.33859253,-1.08542026,-70,1.19
1477454626003220.00,12.55495071,-13.36091232,-1.01264003,-67,1.35
1477454626099770.00,12.56915855,-13.38213348,-0.93602008,-67,1.72
1477454626200540.00,12.58513165,-13.40244198,-0.86044732,-65,0.94
1477454626385750.00,12.59081364,-13.40897274,-0.83182392,-62,0.89
1477454626453270.00,12.60873795,-13.42746258,-0.75293504,-65,0.89
1477454626555010.00,12.62153339,-13.43899727,-0.69621184,-70,1.27
1477454626661000.00,12.64903355,-13.45994663,-0.59306288,-72,1.69
1477454626755160.00,12.67111778,-13.47376156,-0.51347587,-73,0.9
1477454626856850.00,12.6943264,-13.48577881,-0.42865286,-71,0.9
1477454626960140.00,12.70233822,-13.4893837,-0.40509092,-70,1.85
1477454627058030.00,12.726511,-13.49886417,-0.33231069,-69,1.16
1477454627156490.00,12.75154686,-13.5066576,-0.26110126,-70,0.93
1477454627259560.00,12.7772007,-13.51267815,-0.19006636,-71,3.48
1477454627359290.00,12.78591919,-13.51431274,-0.17086773,-71,0.91
1477454627458400.00,12.81211948,-13.51814365,-0.11100294,-67,2.09
1477454627556370.00,12.83883762,-13.52049255,-0.0567232,-67,1.07
1477454627672020.00,12.86577034,-13.52143764,-0.00872665,-66,1.95
1477454627756770.00,12.87455559,-13.52147102,0.00715585,-70,1.18
