timestamp, x, y, orientation, signal strength, ping time
1477454548823060.00,8.48281002,-0.00831593,0.00069813,-40,1.03
1477454548906190.00,8.51257706,-0.00827357,0.00296706,-41,1.6
1477454549012690.00,8.53270531,-0.0082008,0.00418879,-46,5.01
1477454549105740.00,8.56242943,-0.00807112,0.00401426,-40,1.26
1477454549209520.00,8.5824728,-0.008001,0.00296706,-41,1.61
1477454549307720.00,8.61232471,-0.00790203,0.00366519,-42,1.57
1477454549423320.00,8.64221954,-0.00777678,0.00488692,-43,1.77
1477454549528540.00,8.65224171,-0.00772694,0.00558505,-46,0.94
1477454549661490.00,8.68213558,-0.00752531,0.00820305,-42,22.7
1477454549757050.00,8.71194458,-0.0072712,0.00994838,-40,2.54
1477454549841230.00,8.74205017,-0.00693146,0.01308997,-41,0.91
1477454549941440.00,8.77206993,-0.00652798,0.01308997,-43,0.98
1477454550033170.00,8.80204773,-0.00612247,0.0143117,-42,0.97
1477454550134620.00,8.81189823,-0.00598061,0.01466077,-42,1.04
1477454550232740.00,8.84174728,-0.00554995,0.0137881,-46,0.86
1477454550350130.00,8.87180996,-0.00513366,0.01466077,-43,4.29
1477454550449310.00,8.89176559,-0.00483325,0.01570796,-44,0.92
1477454550547470.00,8.9214859,-0.00435328,0.0158825,-50,0.94
1477454550666890.00,8.95129204,-0.00385657,0.01780236,-50,2.88
1477454550747770.00,8.96131229,-0.00367729,0.01832596,-53,0.9
1477454550851160.00,8.99115849,-0.00311984,0.01884956,-46,0.96
1477454550948840.00,9.02079296,-0.00257757,0.01762783,-48,0.9
1477454551052280.00,9.05055523,-0.00206412,0.01658063,-48,0.95
1477454551152900.00,9.07042599,-0.00173031,0.01710423,-44,1.29
1477454551251170.00,9.09038067,-0.00138115,0.01797689,-38,0.95
1477454551350770.00,9.12014294,-0.00083233,0.01919862,-39,0.9
1477454551436310.00,9.14001274,-0.00045167,0.01867502,-38,1.22
1477454551538840.00,9.17003059,0.00008885,0.01815142,-38,2.11
1477454551671080.00,9.1999197,0.00063668,0.01780236,-38,1.02
1477454551747940.00,9.22985363,0.00113799,0.01466077,-43,1.27
1477454551846190.00,9.23970318,0.00127987,0.0137881,-38,0.93
1477454551940200.00,9.26968098,0.00169322,0.01361357,-40,0.85
1477454552041010.00,9.29970074,0.00210278,0.01343904,-46,0.92
1477454552145640.00,9.31970024,0.002362,0.01239184,-43,0.89
1477454552242900.00,9.34933662,0.00274558,0.0127409,-38,0.94
1477454552344690.00,9.37944221,0.00311691,0.01291544,-39,4.38
1477454552440990.00,9.38925076,0.00324444,0.01343904,-40,0.93
1477454552543580.00,9.41905689,0.00366234,0.01361357,-41,1.81
1477454552670020.00,9.44894981,0.0040484,0.0127409,-47,1.33
1477454552748210.00,9.45901299,0.00417575,0.01256637,-48,0.98
1477454552844410.00,9.48882008,0.00455727,0.01291544,-44,0.92
1477454552953760.00,9.51858521,0.004927,0.01239184,-45,1.16
1477454553041080.00,9.54864788,0.005324,0.0143117,-44,1.03
1477454553147190.00,9.56856155,0.00561338,0.01466077,-40,3.98
1477454553245330.00,9.58864498,0.00591307,0.0153589,-43,2.04
1477454553342890.00,9.6187067,0.00638795,0.01623156,-46,0.89
1477454553443720.00,9.64868355,0.00686933,0.01500983,-38,0.89
1477454553544610.00,9.67849064,0.00723677,0.00907571,-40,0.99
1477454553655130.00,9.68851185,0.00732421,0.00820305,-40,3.11
1477454553741920.00,9.71810722,0.00753429,0.00488692,-39,0.88
1477454553843380.00,9.74753284,0.00761926,0.00087266,-44,1.07
1477454553943730.00,9.76727867,0.00762272,-0.00087266,-39,1.32
1477454554043600.00,9.79708767,0.00759149,-0.00069813,-40,0.9
1477454554149680.00,9.81687546,0.00757339,-0.0010472,-41,0.9
1477454554246140.00,9.84668541,0.00754741,-0.00087266,-38,1.05
1477454554345340.00,9.8667717,0.00752549,-0.00087266,-39,2.06
1477454554447250.00,9.89653873,0.00749868,-0.00191986,-35,3.47
1477454554548280.00,9.91662502,0.00745659,-0.00174533,-40,0.91
1477454554676460.00,9.94651985,0.00742871,-0.00017453,-41,0.91
1477454554745810.00,9.97662735,0.00741909,0.00017453,-43,0.99
1477454554847660.00,9.9866066,0.00742344,0.00122173,-46,1.22
1477454554954990.00,10.01654434,0.0074792,0.00191986,-43,0.87
1477454555046270.00,10.04626846,0.00754313,0.00226893,-45,1.32
1477454555151070.00,10.0760355,0.00759944,0.00069813,-45,1.21
1477454555248230.00,10.08601475,0.00760296,-0.00034907,-41,1.23
1477454555347310.00,10.11569595,0.00758129,-0.00191986,-43,0.88
1477454555450320.00,10.14524937,0.00749613,-0.00366519,-47,0.91
1477454555548250.00,10.1748457,0.00734621,-0.00733038,-41,0.9
1477454555676640.00,10.19467545,0.00719912,-0.00698132,-47,2.02
1477454555746830.00,10.21454811,0.00707162,-0.00558505,-45,1.3
1477454555851240.00,10.24410152,0.00690226,-0.00610865,-53,1.24
1477454555947620.00,10.2736969,0.00672749,-0.00663225,-55,1.49
1477454556051480.00,10.28363323,0.006659,-0.00767945,-50,0.97
1477454556151370.00,10.31399632,0.00641153,-0.00802851,-48,3.61
1477454556250320.00,10.3434639,0.0061945,-0.00959931,-52,0.9
1477454556351560.00,10.36205673,0.00597729,-0.0137881,-50,0.92
1477454556448100.00,10.39152145,0.00553601,-0.01675516,-47,0.92
1477454556558630.00,10.4110508,0.00518306,-0.01972222,-46,0.89
1477454556660440.00,10.44081306,0.00465289,-0.01448623,-46,0.93
1477454556750320.00,10.46093941,0.00434519,-0.01780236,-46,2.3
1477454556849260.00,10.48114967,0.00396589,-0.01902409,-45,1.28
1477454556949740.00,10.51146698,0.00344904,-0.01396263,-46,0.89
1477454557049290.00,10.54174232,0.00301043,-0.01623156,-46,0.99
1477454557150100.00,10.57210064,0.00242098,-0.02251475,-43,1.02
1477454557259260.00,10.58327103,0.0021704,-0.02129302,-45,4.52
1477454557352020.00,10.61371422,0.0015521,-0.01884956,-46,0.92
1477454557452960.00,10.64368916,0.00099319,-0.01797689,-50,0.94
1477454557555250.00,10.67421913,0.00049829,-0.0143117,-44,1.02
1477454557655280.00,10.69451714,0.0002166,-0.0132645,-42,1.18
1477454557750330.00,10.71477222,-0.00003613,-0.01064651,-43,1.34
1477454557849610.00,10.74509239,-0.00032003,-0.00837758,-40,0.92
1477454557954740.00,10.77541256,-0.00055193,-0.00628319,-40,0.95
1477454558052640.00,10.78560448,-0.0006142,-0.00575959,-47,0.94
1477454558157240.00,10.81571293,-0.00077622,-0.00436332,-42,5.62
1477454558251100.00,10.84586334,-0.0008902,-0.00349066,-46,0.9
1477454558353600.00,10.86599159,-0.00095344,-0.0020944,-45,0.91
1477454558454150.00,10.89601517,-0.00097273,0.00122173,-43,0.9
1477454558554310.00,10.92595196,-0.00091517,0.00314159,-53,1.19
1477454558656040.00,10.93593121,-0.0008812,0.00418879,-47,0.94
1477454558755540.00,10.96608162,-0.00070841,0.00680678,-47,1.08
1477454558863660.00,10.99618912,-0.00049203,0.00820305,-52,0.91
1477454558952350.00,11.03128529,-0.00018403,0.00959931,-50,0.97
1477454559058030.00,11.04134941,-0.00008654,0.01012291,-48,3.49
1477454559156910.00,11.07141304,0.00021692,0.01064651,-57,0.9
1477454559256660.00,11.09652996,0.00050264,0.01256637,-50,0.96
1477454559357230.00,11.13145351,0.00099381,0.01623156,-59,1
1477454559463230.00,11.14138889,0.00115854,0.01797689,-52,0.88
1477454559567960.00,11.171278,0.00175055,0.02199115,-46,0.84
1477454559673830.00,11.20120716,0.00244088,0.02478368,-50,0.89
1477454559776520.00,11.23100662,0.00321781,0.02827433,-44,1.22
1477454559873720.00,11.26080322,0.00410912,0.03211406,-41,1.71
1477454559969490.00,11.27073479,0.00442994,0.03316126,-44,1.17
1477454560068630.00,11.29553986,0.00527271,0.03543018,-46,0.92
1477454560162110.00,11.3257122,0.00639617,0.04014257,-45,1.2
1477454560266730.00,11.34561157,0.00721281,0.04276057,-42,2.01
1477454560384760.00,11.37560463,0.00853826,0.04642576,-43,1.07
1477454560472640.00,11.38565826,0.00900707,0.04712389,-40,0.96
1477454560567880.00,11.41564655,0.0104501,0.04921828,-42,0.84
1477454560669730.00,11.44571686,0.01195838,0.05078908,-42,0.91
1477454560768010.00,11.4756155,0.01348432,0.05113815,-45,0.86
1477454560857390.00,11.50048828,0.01475214,0.05148721,-43,0.85
1477454560970300.00,11.53030014,0.01631614,0.05375614,-43,0.81
1477454561081060.00,11.55027103,0.01740405,0.05497787,-44,0.95
1477454561182380.00,11.57024193,0.01850663,0.055676,-44,0.91
1477454561284030.00,11.60013103,0.0201987,0.05742133,-45,0.96
1477454561390400.00,11.6300621,0.02191313,0.05707227,-46,3.03
1477454561462810.00,11.63998318,0.02247992,0.05707227,-49,0.96
1477454561558860.00,11.67004204,0.02420168,0.05689773,-46,0.95
1477454561660900.00,11.69984531,0.02590015,0.05654867,-47,0.92
1477454561776310.00,11.72990608,0.02760006,0.0572468,-48,1
1477454561860910.00,11.73999596,0.02818011,0.05794493,-47,3.43
1477454561959070.00,11.76992607,0.02991807,0.05794493,-49,1.17
1477454562059150.00,11.79998302,0.03167393,0.0588176,-50,0.92
1477454562163790.00,11.8298254,0.03343739,0.05916666,-48,0.92
1477454562260900.00,11.84966373,0.03461165,0.05899213,-49,0.89
1477454562363160.00,11.87955093,0.03634886,0.05689773,-50,3.62
1477454562460960.00,11.89951897,0.03749151,0.0577704,-47,0.97
1477454562561830.00,11.91931629,0.03863562,0.05759587,-45,2.34
1477454562667510.00,11.94418049,0.04006579,0.05742133,-53,1.06
1477454562769290.00,11.97398376,0.04177293,0.05794493,-47,0.91
1477454562862170.00,12.00885296,0.04378362,0.0567232,-49,1.1
1477454562965720.00,12.02375603,0.04462123,0.05288348,-52,0.98
1477454563061710.00,12.04343319,0.04562387,0.04729842,-47,0.88
1477454563168710.00,12.07304764,0.0468053,0.02565634,-42,0.9
1477454563263660.00,12.09283161,0.04718754,0.00785398,-44,0.9
1477454563362840.00,12.12246895,0.04697183,-0.02932153,-51,0.94
1477454563471250.00,12.15194798,0.04563564,-0.0705113,-56,0.95
1477454563562690.00,12.16177177,0.0449066,-0.0853466,-50,0.9
1477454563669040.00,12.19111538,0.0417953,-0.13142329,-48,1.61
1477454563771720.00,12.2204361,0.03720173,-0.19058995,-46,4.1
1477454563863380.00,12.23960304,0.03323328,-0.2268928,-48,0.89
1477454563969570.00,12.26826668,0.02571378,-0.29391345,-53,1
1477454564064780.00,12.29634762,0.01624786,-0.3694862,-46,0.92
1477454564163970.00,12.31451988,0.00886225,-0.41434116,-48,0.84
1477454564264960.00,12.33233833,0.0005613,-0.46670104,-48,1.75
1477454564371440.00,12.34963608,-0.00859696,-0.51906092,-47,0.9
1477454564463700.00,12.37457275,-0.02396087,-0.59917153,-47,0.99
1477454564571650.00,12.3981514,-0.04133549,-0.68085294,-50,1.06
1477454564671540.00,12.42029285,-0.06064096,-0.7691666,-53,0.82
1477454564765270.00,12.43409252,-0.07452065,-0.82047928,-52,1.14
1477454564874640.00,12.44706631,-0.08911736,-0.87720248,-49,0.96
1477454564965680.00,12.4592495,-0.10443478,-0.93252942,-47,1.06
1477454565065990.00,12.47605419,-0.12868516,-1.00862577,-47,0.87
1477454565168810.00,12.49095345,-0.15419908,-1.08576933,-46,0.94
1477454565266800.00,12.49971294,-0.17174941,-1.13935094,-46,0.92
1477454565366040.00,12.51116085,-0.19894177,-1.21527276,-46,1.41
1477454565466620.00,12.52053261,-0.22700827,-1.29485977,-46,1.24
1477454565563380.00,12.52557564,-0.24600887,-1.33884207,-52,0.98
1477454565668550.00,12.53143883,-0.27483869,-1.41424029,-48,1.42
1477454565771250.00,12.53291702,-0.28453508,-1.43535878,-48,1.14
1477454565890900.00,12.53607559,-0.31365687,-1.49819063,-48,3.27
1477454565981870.00,12.53749084,-0.3431299,-1.55386663,-59,0.9
1477454566066950.00,12.53753567,-0.36270341,-1.58824962,-53,0.95
1477454566169280.00,12.53646278,-0.39206448,-1.63153378,-48,1.23
1477454566269100.00,12.53422642,-0.42153198,-1.66417144,-54,1.29
1477454566365640.00,12.53223515,-0.44130483,-1.67970487,-46,0.91
1477454566467940.00,12.52882767,-0.47066122,-1.69331844,-49,1.53
1477454566565110.00,12.52636051,-0.4903805,-1.6968091,-47,1.28
1477454566666060.00,12.52387333,-0.51001137,-1.69698363,-44,1.39
1477454566769130.00,12.5213747,-0.52955467,-1.70064882,-45,1
1477454566886010.00,12.51745701,-0.5590626,-1.70588481,-45,0.88
1477454566975440.00,12.51340675,-0.58855271,-1.7090264,-47,1.08
1477454567080620.00,12.51065731,-0.60814852,-1.7116444,-51,1.09
1477454567184140.00,12.50641632,-0.63787031,-1.71321519,-48,1.14
1477454567269260.00,12.50362682,-0.65737438,-1.712168,-44,0.98
1477454567368400.00,12.49943352,-0.68684447,-1.71181893,-44,0.92
1477454567468790.00,12.49663162,-0.70669121,-1.70989907,-42,1.36
1477454567567190.00,12.49251556,-0.73630142,-1.70728107,-40,1.09
1477454567668750.00,12.48849297,-0.76579529,-1.70536121,-38,0.98
1477454567768190.00,12.48583603,-0.78553307,-1.70326682,-36,0.87
1477454567883690.00,12.48199463,-0.814879,-1.69803083,-36,0.85
1477454567993240.00,12.47948551,-0.8347649,-1.69384204,-39,1.6
1477454568071830.00,12.47585773,-0.86448187,-1.69052591,-44,0.91
1477454568181570.00,12.47355747,-0.88404953,-1.683021,-49,1.62
1477454568275860.00,12.47137356,-0.90380216,-1.67743594,-45,2.76
1477454568365910.00,12.46929455,-0.9235661,-1.67185089,-42,0.94
1477454568465910.00,12.46636486,-0.95310277,-1.66626584,-45,0.91
1477454568565150.00,12.46451092,-0.97271782,-1.66260065,-47,1.48
1477454568666170.00,12.46183109,-1.00223541,-1.65998265,-45,1.32
1477454568765570.00,12.45921516,-1.0316304,-1.65858639,-48,0.91
1477454568867350.00,12.45749855,-1.05130064,-1.65701559,-49,0.96
1477454568979050.00,12.45580769,-1.07097328,-1.65579386,-50,0.91
1477454569078500.00,12.45333481,-1.10029495,-1.653874,-47,1.1
1477454569166520.00,12.45094013,-1.12966585,-1.65003427,-47,0.95
1477454569266380.00,12.44939709,-1.14922237,-1.64881254,-51,1.07
1477454569367050.00,12.44884491,-1.15628004,-1.64567095,-51,1.49
1477454569466480.00,12.44867992,-1.15849137,-1.64357656,-51,0.96
1477454569566380.00,12.44868851,-1.15836382,-1.64462375,-51,0.95
1477454569667550.00,12.44875526,-1.1574707,-1.64479829,-51,0.94
1477454569766610.00,12.44876099,-1.15738559,-1.64410016,-51,1.13
1477454569867550.00,12.44876099,-1.15738559,-1.64427469,-51,0.97
1477454569974820.00,12.44876099,-1.15738559,-1.64427469,-51,0.99
1477454570076980.00,12.44876099,-1.15738559,-1.64375109,-50,0.94
1477454570175190.00,12.44876099,-1.15738559,-1.64322749,-51,0.94
1477454570275990.00,12.44876099,-1.15738559,-1.64340202,-51,1.16
1477454570375430.00,12.44876099,-1.15738559,-1.64305296,-51,0.88
1477454570468750.00,12.44876099,-1.15738559,-1.64305296,-50,0.94
1477454570569130.00,12.44876099,-1.15738559,-1.64305296,-50,1.13
1477454570676160.00,12.44876099,-1.15738559,-1.64305296,-50,0.96
1477454570769840.00,12.44876099,-1.15738559,-1.64305296,-51,0.97
1477454570870600.00,12.44876099,-1.15738559,-1.64305296,-54,0.91
1477454570968460.00,12.44876099,-1.15738559,-1.64305296,-52,0.91
1477454571069570.00,12.44876099,-1.15738559,-1.64305296,-54,0.9
1477454571168570.00,12.44876099,-1.15738559,-1.64305296,-53,0.92
1477454571268100.00,12.44876099,-1.15738559,-1.64305296,-52,0.96
1477454571369130.00,12.44876099,-1.15738559,-1.64305296,-52,0.91
1477454571469340.00,12.44876099,-1.15738559,-1.64305296,-52,0.93
1477454571568660.00,12.44876099,-1.15738559,-1.64305296,-51,1.08
1477454571706380.00,12.44876099,-1.15738559,-1.64305296,-48,28.8
1477454571775290.00,12.44876099,-1.15738559,-1.64305296,-49,1.17
1477454571883520.00,12.44876099,-1.15738559,-1.64305296,-51,4.44
1477454571978510.00,12.44876099,-1.15738559,-1.64305296,-52,1.43
1477454572075290.00,12.44876099,-1.15738559,-1.64305296,-50,0.9
1477454572186850.00,12.44876099,-1.15738559,-1.64322749,-43,0.92
1477454572277780.00,12.44722366,-1.17852485,-1.64462375,-40,1
1477454572381670.00,12.44563103,-1.1999594,-1.64462375,-39,1.34
1477454572488940.00,12.44506073,-1.20765722,-1.64479829,-38,2.75
1477454572584930.00,12.44329166,-1.23190093,-1.64095856,-42,0.91
1477454572685190.00,12.4422369,-1.24704623,-1.6390387,-42,0.93
1477454572787070.00,12.44068909,-1.27019405,-1.63450084,-42,0.89
1477454572887870.00,12.43972683,-1.28564453,-1.63101019,-42,3.29
1477454572987090.00,12.4383564,-1.30910254,-1.6257742,-39,0.92
1477454573085740.00,12.43754005,-1.32439065,-1.62106181,-42,0.9
1477454573188690.00,12.43643665,-1.34760654,-1.61617489,-44,0.91
1477454573306390.00,12.43542004,-1.37133861,-1.61024077,-44,1.21
1477454573406340.00,12.4348278,-1.38697851,-1.60552838,-45,0.83
1477454573509550.00,12.43404865,-1.41089022,-1.60011786,-48,1.02
1477454573601590.00,12.43381977,-1.41886175,-1.598198,-45,0.94
1477454573701540.00,12.43320942,-1.44239438,-1.5961036,-42,0.89
1477454573793300.00,12.43264294,-1.46622682,-1.58964588,-41,0.95
1477454573893140.00,12.43218517,-1.49031746,-1.58929682,-40,0.88
1477454573994270.00,12.43191814,-1.50639272,-1.5838863,-42,0.93
1477454574133720.00,12.43171692,-1.5225544,-1.5823155,-40,0.94
1477454574251700.00,12.43148232,-1.54681885,-1.57777764,-41,1.63
1477454574373280.00,12.43127632,-1.57504976,-1.57865031,-42,0.9
1477454574472010.00,12.43118954,-1.58694768,-1.57673045,-47,0.95
1477454574556450.00,12.43104458,-1.61142612,-1.57795218,-48,0.92
1477454574663430.00,12.43085289,-1.63581884,-1.57707951,-47,1.21
1477454574754010.00,12.430686,-1.66068089,-1.57865031,-48,0.96
1477454574860090.00,12.43050766,-1.68567085,-1.57638138,-53,0.92
1477454574957400.00,12.43037701,-1.71083164,-1.57533418,-60,0.87
1477454575085110.00,12.43031788,-1.72780466,-1.57271619,-53,0.87
1477454575175180.00,12.43030167,-1.74473512,-1.57027273,-50,0.88
1477454575268370.00,12.43036652,-1.77079177,-1.56521127,-54,0.89
1477454575355650.00,12.43049431,-1.78814828,-1.56102248,-47,0.87
1477454575456570.00,12.43078804,-1.81399012,-1.55718276,-49,0.86
1477454575555640.00,12.43118858,-1.83983052,-1.55334303,-48,0.85
1477454575670570.00,12.43152142,-1.85790932,-1.55055051,-49,0.86
1477454575767700.00,12.4321146,-1.88417256,-1.54566359,-47,0.9
1477454575867380.00,12.43255711,-1.90135324,-1.54426732,-47,1.09
1477454575971520.00,12.43302631,-1.91870379,-1.54269653,-50,1.72
1477454576057530.00,12.4338026,-1.94509029,-1.5393804,-55,0.91
1477454576157000.00,12.43466854,-1.97168732,-1.53676241,-53,0.92
1477454576258070.00,12.43527794,-1.98920417,-1.53449348,-51,3.1
1477454576356640.00,12.43627167,-2.0157969,-1.53222455,-55,0.91
1477454576465980.00,12.43697166,-2.0335238,-1.53047922,-49,1.05
1477454576558040.00,12.43769455,-2.05120707,-1.52925749,-53,0.9
1477454576662780.00,12.4388113,-2.07766676,-1.52768669,-55,1.14
1477454576772230.00,12.43997002,-2.10438061,-1.52698856,-54,0.91
1477454576873530.00,12.44036865,-2.11345553,-1.5266395,-57,3.08
1477454576970500.00,12.44199657,-2.14932656,-1.5240215,-62,0.96
1477454577074690.00,12.44283009,-2.16709042,-1.5234979,-65,0.92
1477454577172290.00,12.44412804,-2.19418216,-1.52245071,-62,1.05
1477454577267190.00,12.4445715,-2.20334029,-1.52192711,-56,0.93
1477454577358670.00,12.44591427,-2.23030186,-1.51965818,-53,0.95
1477454577458150.00,12.44728088,-2.25700593,-1.51983271,-55,0.95
1477454577555860.00,12.44865322,-2.28396606,-1.52000725,-62,0.91
1477454577665460.00,12.44911385,-2.29299521,-1.51930911,-68,0.94
1477454577756700.00,12.45051003,-2.31986856,-1.51861098,-56,0.94
1477454577858640.00,12.45217323,-2.35134029,-1.51773832,-57,0.97
1477454577973200.00,12.45361519,-2.37838197,-1.51686565,-62,0.87
1477454578059720.00,12.45410919,-2.38753748,-1.51721472,-60,0.96
1477454578167630.00,12.45581627,-2.41943383,-1.51669112,-56,1.11
1477454578258850.00,12.45681,-2.43757391,-1.51546939,-67,2.48
1477454578361240.00,12.45831966,-2.46486831,-1.51581846,-62,0.98
1477454578467660.00,12.45932102,-2.48305058,-1.51546939,-65,0.93
1477454578557820.00,12.46083736,-2.51025915,-1.51494579,-63,0.89
1477454578659130.00,12.46186066,-2.52852559,-1.51459672,-65,0.9
1477454578757250.00,12.46339512,-2.55590415,-1.51529486,-64,0.92
1477454578863820.00,12.46443176,-2.57434082,-1.51389859,-66,1.3
1477454578963820.00,12.46549416,-2.59286141,-1.51320046,-62,0.87
1477454579060330.00,12.46709919,-2.62057734,-1.5128514,-64,1.11
1477454579167100.00,12.4687109,-2.64820766,-1.5118042,-57,1.05
1477454579276180.00,12.4703474,-2.67600751,-1.5128514,-63,0.93
1477454579380960.00,12.47088623,-2.68528867,-1.51302593,-61,0.93
1477454579461200.00,12.4724741,-2.71300578,-1.51477126,-67,0.92
1477454579564010.00,12.47400379,-2.74068356,-1.51756378,-66,1.19
1477454579671840.00,12.47448826,-2.74983954,-1.51878552,-62,1.02
1477454579760200.00,12.47613335,-2.782166,-1.52192711,-56,0.94
1477454579862070.00,12.47724438,-2.80529618,-1.52384697,-58,0.92
1477454579962240.00,12.47851372,-2.83298707,-1.52629043,-56,0.91
1477454580061670.00,12.47933006,-2.85156274,-1.52803576,-58,0.94
1477454580165170.00,12.48050213,-2.8794713,-1.52908296,-53,0.93
1477454580290750.00,12.48163128,-2.90716839,-1.53152642,-53,4.13
1477454580369380.00,12.48199558,-2.91645789,-1.53187548,-52,1.11
1477454580461900.00,12.48306179,-2.94428539,-1.53362081,-57,0.91
1477454580562210.00,12.48410606,-2.97232699,-1.53431895,-63,1.26
1477454580671070.00,12.48478031,-2.99090862,-1.53466801,-56,0.88
1477454580763960.00,12.48546696,-3.0097456,-1.53396988,-52,3.47
1477454580862180.00,12.48651886,-3.03795767,-1.53239908,-53,0.92
1477454580963070.00,12.48758888,-3.06629705,-1.53431895,-63,0.9
1477454581062840.00,12.48862743,-3.09446692,-1.53327175,-58,0.9
1477454581165930.00,12.48898029,-3.1038425,-1.53309721,-57,1.58
1477454581280680.00,12.49004269,-3.1322248,-1.53362081,-56,1.08
1477454581362770.00,12.49110508,-3.16060734,-1.53431895,-60,0.91
1477454581463320.00,12.49209213,-3.18886423,-1.5378096,-55,0.87
1477454581563070.00,12.49270344,-3.20778918,-1.54007853,-60,1
1477454581664270.00,12.49326324,-3.22667313,-1.54217293,-60,0.93
1477454581764750.00,12.49404335,-3.2551074,-1.54548905,-61,1.89
1477454581863120.00,12.49451351,-3.27407908,-1.54740891,-56,0.92
1477454581963690.00,12.49494457,-3.29326487,-1.54932878,-56,0.92
1477454582063930.00,12.49554062,-3.32183146,-1.55142317,-56,0.92
1477454582166440.00,12.49607944,-3.35018611,-1.55281944,-60,1.23
1477454582266100.00,12.49654675,-3.37871242,-1.5557865,-57,1.28
1477454582363440.00,12.49668884,-3.38817883,-1.5557865,-56,0.92
1477454582465510.00,12.49708652,-3.41674876,-1.55822996,-55,0.94
1477454582563570.00,12.4974308,-3.4452343,-1.55910262,-61,0.88
1477454582668210.00,12.49776077,-3.4736774,-1.55980075,-56,1.06
1477454582764020.00,12.49797344,-3.49286675,-1.55962622,-55,0.93
1477454582870930.00,12.49818802,-3.51218438,-1.55962622,-55,1.06
1477454582966120.00,12.49840641,-3.53124595,-1.55857902,-63,1.01
1477454583065480.00,12.49876976,-3.55994439,-1.55840449,-58,0.94
1477454583166340.00,12.49912167,-3.58864284,-1.55840449,-60,0.98
1477454583263920.00,12.49947929,-3.61742687,-1.55822996,-58,0.89
1477454583367630.00,12.49972153,-3.63665867,-1.55857902,-56,2.02
1477454583467280.00,12.49994755,-3.65584803,-1.55980075,-59,0.91
1477454583599100.00,12.50026321,-3.68488836,-1.55945169,-61,0.98
1477454583700800.00,12.50058842,-3.71362996,-1.56067342,-60,1.28
1477454583801570.00,12.50077438,-3.73299026,-1.56137155,-63,0.9
1477454583880610.00,12.50095749,-3.75213742,-1.56102248,-64,0.88
1477454583983640.00,12.50123978,-3.78083682,-1.56224421,-63,0.92
1477454584080860.00,12.50138569,-3.79985642,-1.56398954,-64,0.89
1477454584170840.00,12.50157642,-3.82864189,-1.56503674,-59,0.91
1477454584283670.00,12.50173664,-3.85747027,-1.56608394,-56,0.89
1477454584397620.00,12.50180912,-3.8767035,-1.56782927,-57,0.92
1477454584481720.00,12.50190544,-3.90583038,-1.56713114,-61,0.93
1477454584584310.00,12.50194263,-3.91542578,-1.56678207,-65,0.85
1477454584682850.00,12.50207138,-3.94455266,-1.56608394,-67,0.91
1477454584782290.00,12.50220013,-3.97359443,-1.56678207,-72,1.32
1477454584884050.00,12.50232315,-4.00267887,-1.56573487,-61,1.13
1477454584972100.00,12.50247478,-4.03172016,-1.56556034,-61,0.88
1477454585072270.00,12.50252438,-4.04135799,-1.56608394,-59,0.96
1477454585173460.00,12.50262928,-4.07044268,-1.56870193,-61,0.9
1477454585277330.00,12.5026722,-4.09931374,-1.57044726,-64,0.89
1477454585381760.00,12.50269985,-4.12839842,-1.56922553,-61,1.82
1477454585475530.00,12.50271416,-4.13803673,-1.5695746,-65,3.44
1477454585585690.00,12.50275612,-4.17219591,-1.5695746,-63,1.67
1477454585689350.00,12.50280762,-4.20119524,-1.56870193,-68,3.61
1477454585801900.00,12.50282669,-4.21074772,-1.56922553,-66,0.99
1477454585902130.00,12.5028801,-4.23970461,-1.5685274,-58,1.36
1477454586002560.00,12.50292969,-4.26887417,-1.5700982,-56,0.96
1477454586104280.00,12.50295544,-4.29800177,-1.57027273,-58,0.93
1477454586202370.00,12.50295448,-4.31757593,-1.57201806,-61,1.17
1477454586304110.00,12.50290966,-4.34683132,-1.57271619,-65,0.91
1477454586410430.00,12.50289154,-4.35659742,-1.57254166,-67,2.97
1477454586501980.00,12.50285149,-4.3861084,-1.57201806,-69,4.45
1477454586591170.00,12.50281429,-4.41557646,-1.57201806,-67,0.91
1477454586692950.00,12.50278664,-4.44483185,-1.57254166,-67,1.02
1477454586789250.00,12.50274849,-4.46419287,-1.57289072,-69,0.94
1477454586891610.00,12.50270271,-4.48363972,-1.57411245,-66,1.49
1477454586985760.00,12.50258446,-4.51302242,-1.57533418,-68,0.98
1477454587090670.00,12.50245285,-4.54240513,-1.57585778,-66,0.98
1477454587183480.00,12.50230598,-4.5717454,-1.57515965,-64,3.51
1477454587282410.00,12.50226593,-4.58146858,-1.57411245,-66,1.2
1477454587399270.00,12.50218964,-4.61115026,-1.57271619,-65,1.92
1477454587488960.00,12.50215912,-4.64044809,-1.57027273,-63,1.18
1477454587595380.00,12.50216866,-4.66961813,-1.57131993,-62,0.97
1477454587694720.00,12.50216293,-4.67925596,-1.57131993,-69,1.37
1477454587794760.00,12.50217628,-4.70868158,-1.5695746,-61,1.23
1477454587893040.00,12.50220966,-4.73789406,-1.56992366,-62,0.93
1477454588024910.00,12.50221634,-4.74748945,-1.57079633,-67,0.97
1477454588121010.00,12.50218487,-4.77678728,-1.57201806,-61,1.17
1477454588221640.00,12.50217056,-4.80629826,-1.57044726,-65,1.12
1477454588297070.00,12.50219917,-4.83606529,-1.569051,-67,0.97
1477454588397640.00,12.50223827,-4.85559702,-1.5685274,-68,1.4
